click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
221,2013/3/4,交通违法处理错误,"2013-01-2409:06:29福银高速A道27公里,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的是闽A###77，为什么会记我闽A###77呢？现在怎么处理？",交警总队（交管局）,2013/3/4,您好！来邮收悉，回复如下：经查，您反映的问题系照片录入错误，该违法信息已撤销。感谢对公安工作的理解和支持！,,,
350,2013/3/4,希望是揭穿骗局,我收到一条短信，来自15#######48，内容为：尊敬的用户您好！你的手机号码已被《我是歌手》栏目组抽中为场外“第三季度送大礼活动”的二等奖，您将获得奖金￥7万8千元人民币与索尼笔记本电脑一台，详情请用电脑登录活动官网：www.gs#####zc.com领取（手机无法登陆）。请牢记您的领取验证码：【8166】注：本次活动已通过互联网公证处公证审批，请幸运用户放心领取。查号码来自浙江台州，已举办单位不符，可能又是骗局，恳请公安机关查实，以免有人上当受骗。,,,您好，您所反映的情况疑似网络被骗，正是当前社会上骗子所采用的较多的一种方式，以设置虚假网站、拨电话、发短信等方式，以出售廉价商品或廉价服务为名实施诈骗；一旦事主登陆虚假网站，受其低价商品的诱惑，并联系了所谓的服务电话后，犯罪分子就以极其“优惠”的价格或“便利”的服务引诱被害人在网站上购买，以达到诈骗钱财的目的。我市公安机关将进一步收集有关此类案件的线索。对该商家是否涉嫌诈骗的行为予以密切关注，若出现多人多次被骗，达到刑事案件标准，将依法予以查处。,,,
169,2012/10/23,夜间巡逻,厅长你好。虽然作为一个小孩。这件事不应该由我说，但是我只是纯粹提意见。当然，我也希望您能采纳。最近我们村庄有很多小偷出没的现在。我想问也快冬天了。到时小偷肯定更无法无天，你能安排一下夜间巡逻吗?当然了，如果像我看到的那种巡逻车随便开一圈就算了的。那就算了吧。我只是希望让我们村的人不再人心惶惶、希望你能帮忙解决下,泉州市公安局,2012/10/16,施**同志：您好！您反映的信访事项来邮已收悉，现答复如下：接到您的信访件后，晋江市公安局龙湖派出所坚持每日由民警带队组织镇级巡逻队采取警车、电瓶车、徒步相结合，定点设卡与流动巡逻相结合，定时、不定时在辖区各个村庄（特别是案件高发路段）进行24小时不间断巡逻，并加大了对村级巡逻队的管理，每天下半夜由民警带队对村级巡逻队进行突击检查。根据您信访件中所反映的问题，龙湖派出所加大对龙湖镇英厝头村庄的巡逻设卡工作，并将信访件中提出的问题向村级巡逻队通报，要求村级巡逻队加大巡逻力度。感谢您对公安工作的支持！,,,
333,2012/10/26,感谢厅长以及宁德公安局的同志,"厅长同志以及宁德公安局的同志你们好我之前有咨询过关于我妻子的预产期就要到了急需身份证,而她的身份证还在办理中的请求帮助.现在我妻子的新身份证已经拿到,我在此感谢厅长以及宁德公安局的同志在这几天以来对我这事情的关注和关心.我这事件已经顺利解决了,我对于处理这件事的民警同志在这几天来对这件事的关注以及关心感到很满意.我在此说声谢谢你们了.祝你们一生平安,工作顺利,步步高升.",宁德市公安局,2012/10/26,颜程同志:您好！你咨询的关于你妻子预产期临近，急需身份证的问题，目前已顺利解决，拿到了身份证，我们也感到高兴。期间，我们只是做了应该做的一些事，这是我们的职责所在，感谢您对公安工作的支持！宁德市公安局2012年10月25日,满意,2012-24-09 10:24:07,Yo################edeb########rd.Th############ng!
214,2012/11/3,关于龙岩整顿交通秩序的问题,最近龙岩市大力整顿交通秩序，这个本事好事，但是有一个问题警方忽视了，群众怨声载道。龙岩助力车很多，龙岩市交警部门从未要求助力车上牌，也从未给助力车上牌，也从未要求骑助力车要有驾照。但是整顿交通秩序以来，大力抓助力车无牌无证，请问，警方不作为的事情要老百姓怎么办？你不给上牌哪来的牌？不给办驾照哪来的驾照？没有摩托驾照的助力车被抓后罚款至少300元，然后可以取车，请问究竟是为了罚款还是为了整顿交通秩序？有小车驾照没有摩托驾照的被抓后直接扣12分甚至扣18分、24分，再加上罚款。职能部门按章办事本身没错，但是针对历史形成的问题总得事先给老百姓一个明确的说法，给一个缓冲的时间吧。龙岩交警部门不给上牌，也不给考驾照。现在抓无牌无证，老百姓到哪说理去呢？,新罗分局,2012/11/3,叶萍小姐:你好，你反映“龙岩整顿交通秩序，查助力车驾驶证，但又没场地让我们考驾驶证，我们该怎么办的问题”的问题，我局按省、市、区的统一安排部署，从今年8月份开始开展道路交通安全整治三年行动和道路交通安全集中整治大会战，对新罗中心城区的交通状况，我局加大查处整治力度，促进了中心城区交通秩序进一步安全有序。对反映没有场地考驾驶证的问题，该项业务从2010年“三警合一”后由市公安局交巡支队负责，据了解，原地处曹溪董邦村的摩托车考试场被国土资源部门收储征用，市局交巡警支队暂停受理新罗区摩托车考试申领业务。经了解，目前，为解决群众反映无场地考证的问题，龙岩市公安局交巡警支队正在西陂园田塘机动车驾驶人考试场内改造建设临时摩托车考试场，预计这个月可投入使用，由此造成你们的不便，我们也深感歉意，同时，我们也正加大宣传力度，让广大群众都自觉办理驾驶证，接受正规培训，预防和减少各类交通事故的发生，确保道路交通安全有序畅通。谢谢你们对公安工作的理解和支持。龙岩市公安局新罗分局2012年11月3日,满意,2013-42-02 04:42:12,"To################tool########ce,th##ks!"
397,2012/11/5,关于机动车自主选号系统的问题,厅长你好，我是一名刚刚买车上牌的车主，在使用自主选号系统时发现不少问题，一是关于预选号凭证打印问题，从预选成功后就没能打印，也没有任何提示说需要将整张页面拷贝打印，直到去车管所才知道，网上既然是服务平台，相关提示应该完善；二是关于选号不成功的问题，到车管所后工作人员答复，由于使用外地身份证登记，没有在系统内填写暂住证信息导致选号无法成功，但我们在选号时系统平台没有任何提示，系统说明也没有，最终导致无法自选号码，只能十选一！这也需要你们改正这一漏洞，说实话我们辛苦选号一天最终没能拿到心仪的号码却因为系统的问题很是纠结，像我们这样的群众不在少数，希望你们改进工作作风，确实让服务平台发挥好作用，不要老是因为系统问题浪费我们的精力，影响我们的情绪，谢谢！,交警总队（交管局）,2012/11/5,您好！来邮收悉，回复如下：1、关于预选号凭证的打印问题。在机动车自主选号系统中确定号牌后在“预选号凭证”页面中有个打印选项按钮，可打印《机动车互联网预选号凭证》。如网友未能打印预选号凭证的，根据系统弹出框“友情提示”中的“选号须知”栏目中第九条说明：对于没有条件打印选号单的，可凭申请机动车登记相关材料到车管所确定号牌号码，办理注册登记；2、关于暂住证的问题，在“常见问题解答”栏目中第四条有具体说明。机动车所有人在公安公众服务平台机动车自主系统中自主选号时应严格按照“号牌自编系统”中的提示，完整、真实、准确录入机动车及机动车所有人相关信息，如录入的信息与实际资料不相符的，自主选号的号牌号码视为无效，机动车所有人应到车管所采用计算机自动选号方式（“十选一”）选取号牌号码。请您在进行自主选号前先仔细阅读机动车自主选号系统中弹出框的“友情提示”以免造成不必要的错误。感谢您对福建公安工作的理解和支持！,满意,2012/5/26 11:05,"Al###############ed,th################ost"
182,2012/11/5,加急身份证制证时间,警官同志您好！本人11月1日将户口迁回漳州市漳浦县绥安镇，并于当日在县行政服务中心办证大厅办理了加急二代身份证，证件邮寄地址为福州市晋安区。本人因11月14日需办理研究生考试报名现场确认，必须提交二代证原件方可通过审核。请问该身份证能否在11月14日之前投递到我手中，谢谢！,漳浦县局,2012/11/5,您好，您咨询的事项我局已收悉。按省厅规定，加急身份证制作完成时间为10个工作日，11月14日前应该能到您的手中，或者您可以直接拨打0596-3233151电话具体咨询。感谢您对公安工作的支持！,满意,2012-27-24 03:27:02,"Wow,th################ctwh#############ow."
237,2012/11/7,驾驶证换证信息错误,福州公安局你好：我是上海居民，由于我朋友的驾驶证（C1)是贵局相关部门签发，现驾驶证即将到期，在上海换证时网上显示驾驶证信息有误，故无法办理相关换证手续，特申请贵局相关部门协助更改有误信息。驾驶证信息：吴叶丽初次领证日期2006年11月14日准驾车型：C1有效期限：6年错误信息:下次提交身体证明日期2007年11月14日信息更改为下次提交身体证明日期2012年11月14日望福州公安局相关部门及时协助更改驾驶证信息，以便于我及时换证。特此鸣谢！上海居民2012.10.30,福州市公安局,2012/11/7,您好，经核查，您诉求中反映的吴叶丽（驾驶证档案编号：350100273270）的机动车驾驶证状态正常，系统显示该驾驶证的下次体检日期为“2012-11-14”（问题可能系公安部数据库没有更新）。我局交巡警支队已将该驾驶人的驾驶证信息重新上传至公安部数据库进行了更新，如有问题请与我局车管所及时联系。联系人：潘警官，联系电话：0591-87027658。,满意,2012-24-22 08:24:44,Ap################nlik#######er!
364,2012/11/27,谢谢领导还人民公道,谢谢领导我前些时候发的信访问题已经基本解决`！谢谢领导`福安这的交警真的有好和坏`谢谢福安新上任的的大队刘允中队长~是他让我的家人得到救助~没架子能和谐的安慰我和我的家人.谢谢你们~！,福安市局,2012/11/20,尊敬的凌祥峰，您好！谢谢您与您的家人对公安工作的理解与支持，同时代表刘允同志对您的理解与支持表示最真诚的谢意。谢谢。希望您与您的家人一如既往支持公安工作。,满意,2012-44-16 05:44:19,Fi################vesa##########me.Th##ks!
439,2012/12/4,警校生就业问题,厅长你好！~是否能提高警校生就业率，能否少招或不招社会人员进入公安队伍（除需要特殊人才）而且今年福建没有招政法干警，一下子使得就业紧张，请给予我们警校生帮助,人事处,2012/12/4,您好！感谢您的来信咨询，现将所提问题答复如下：我省各级公安机关历来重视从警校招录吸收优秀人才，目前，在春、秋季公务员考试中均设置了不少专门面向公安院校毕业生的职位。以福州为例，今年秋季公务员考试中，福州市公安局拟招录人数156名，其中专业要求为公安院校公安学类的有84名，达到总招录人数的54%。此外，有33个职位专业要求为不限，也可供警校毕业生报考。在当前社会就业形势相对严峻的情况下，警校毕业生还要进一步提高素质，拓宽知识面，加强公务员招考笔试、面试的技巧训练，加强心理素质和体能训练，转变就业观念，到基层、到艰苦的地方锻炼成长，才能切实解决好就业问题。,满意,2012-41-16 10:41:40,"Gr#############or,th################lpful!"
540,2012/12/6,自选牌撤消三天后能否网上再自编选牌？,领导你好！我是刚买车，自编确定了一个号码后家人都不喜欢，于是我去撤消号，但是车管所人员说不能肯定三后还能够网上自编选号。在这里恳请部门工作人员帮我网上撤消之前原来的选号单，让我可以再自编选取一次。定感激不尽谢谢！！,,,您好！“机动车号牌自主选号系统”采用自主选号方式选取号牌号码的，只允许选取一次，对选定后不满意的，不能再选。您可到车管所采用随机选号（十选一）方式选号牌号码。具体可登入福建公安公众服务网（网址：http://www.fjgat.gov.cn)“服务大厅”详细了解。,满意,2012/7/15 4:07,So################ords.To################lot.
306,2012/8/21,车辆违章网上银行交罚款,"什么时候开通网上银行交罚款,200以下可以在派出所交吗？",泉州市公安局,2012/8/7,龚文*同志：您好！您反映的信访事项来邮已收悉，现答复如下：网上银行交罚款工程目前已完成招标，原计划在6月开通（同时可网上处理200元以下交通违法行为），但因“安全认证”问题，目前正在解决中。现我市交通违法行为一般情况下都是到银行交款（有部分银行收款窗口设在交通违法处理窗口的可直接交款），目前还不能在派出所直接交纳罚款的。感谢您对公安工作的支持！,满意,2012-37-21 03:37:58,Is################ands################ght.
441,2012/9/3,希望网上自主选拍的系统尽快兼容Win7,您好！据网上自主选牌提示：本系统不能兼容Win7系统，请改用其他系统。Win7系统已在市场运用好几年了，技术已基本成熟，且现在上市的笔记本几乎全部运用Win7系统，为何总队到目前还不可兼容该系统，这难免有些不妥，望总队领导重视重视，真正给民众一个方便的自主选号平台。谢谢！,,,您好，网上自主选号系统是由公安部交管局科研所研发，经一段时间的使用和完善，仍存在一些系统漏洞和问题。感谢您对我们提出的宝贵意见，给您带来不便，敬请谅解。我们已敦促有关部门，针对系统存在的问题进行完善。,,,
295,2012/9/5,ZXT10214已回复，但回复意见网页进不去,您好，ZX###214已回复，但回复意见网页进不去，显示“HT################appl################entl########le”。本人很着急，恳请帮助查看一下。,,,陈聪*志：你好！你所咨询小孩户口迁移事宜的来邮已收悉，现答复如下：根据规定，小孩的户口从南平浦城迁入涵江区江口镇随其祖父母，应提供以下材料到江口派出所办理：①小孩的《居民户口簿》②小孩与其祖父母的关系证明③祖父母的《居民户口簿》④祖父母家的《房产证》或《土地证》⑤祖父母家的《门牌证》。感谢你对公安工作的支持涵江公安分局二0一二年八月三十日,很满意,2012-41-05 12:41:25,非常感谢！
152,2012/9/17,驾驶培训各科目考试收费,驾驶培训收费纷乱，各种收费名目繁多，市场运作不规范，各个驾校收费不是与技术质量取得学员，而是不断提高价格坑害学员。希望政府行政机关关注协调。交警考试收费价格太高，这个是当初交警为了考试科目投入了大量的资金，当初这个收费价格可以理解，是为了收回投资成本，但是当初定的价格与投入成本计算也是太高的。如今已经早就收回了投资成本，应该把各科目考试的收费标准降下来，回归到合理价格，这样才能体现政府为民办实事的中央政策。,龙岩市公安局,2012/9/10,王文*：您好！您《驾驶培训各科目考试收费》的来信收悉，现将有关办理情况答复如下：一、关于驾校收费不是与技术质量取得学员，而是不断提高价格坑害学员的问题。根据《中华人民共和国道路交通安全法》有关规定，驾培机构的主管部门为交通运管部门，其有关培训和收费不属交通管理部门管辖，公安交通管理部门仅负责受理机动车驾驶人考试申请和驾驶证核发工作。二、关于交警考试收费太高，各科目考试收费标准降不下来，回归到合理价格的问题。根据福建省物价局、福建省财政厅《关于重新核定机动车安全技术检验费和机动车驾驶员考试费等收费标准有关问题的通知》（闽价费【2009】82号）第三条：“公安机关交通管理部门对汽车驾驶员实施考试费标准为：科目一80元/人.次；科目二380元/人.次（未使用电子考试系统的320元）；科目三100元/人.次”的规定，龙岩市公安交通管理部门严格按照规定收取考试费，并上墙公开，所收费用全额上缴财政。感谢您对公安工作的支持！二〇一二年九月十七日,满意,2012-43-01 10:43:53,"Un################cy,un##############ty,an################tance!"
242,2012/9/17,交通违章车牌号码搞错了申请复议,您好！三明市交警总队的工作人员。我是广东广州的一名车主，我有一部（粤A###0X）的晶灰色凯迪拉克小轿车。在2012-06-18我被告之在高速公路泉南线有超速违章。可是我到福建公安厅交通管理平台上一查，是一部车牌（粤A###DX）的银色别克凯越车违章。后来我打了多次电话都没有接通。麻烦请你们帮我处理一下，非常感谢！,交警总队（交管局）,2012/9/17,您好，您的来邮收悉，现回复如下:您反映的粤A986DX车辆的交通违法行为，经核实，确为车号录入错误，我们已通知三明高速公路交警支队予以撤销。感谢您对福建公安工作的支持！,满意,2012-52-29 02:52:19,"Il########ty,no################nilne.Yo###########en."
121,2012/10/4,2009年的通告该拆了吧,在江滨西大道金牛山公园那头的中央绿化隔离带上，路都修好3年了，牌子该拆了吧，拆时文明点，把坑填平不要破坏绿化，不要让园林局再跑一次。,福州市公安局,2012/10/4,您好，感谢您对公安工作的关注，经我局交巡警支队派员实地勘察，您反映的是江滨西大道杨桥路口南侧设在道路中央隔离绿化带上的一面交通提示牌，内容是西洪路（工业路口至杨桥路口）路段实行单向通行的通告，设置这面提示牌的目的是告知过往车辆驾驶人应当遵守西洪路单向通行的规定。此项交通管制措施从2009年1月20日起实施至今已将近4年，考虑到此项交通管制措施广大车辆驾驶人均已熟悉且充分考虑江滨西大道道路景观需要，交巡警支队决定采纳您的建议，已于9月27日拆除该面交通提示牌。,,,
321,2012/10/8,厅长谢谢你了.,"厅长领导你好,我是之前反映那位摩托车没有违章的车主陈琼芳,我在此感谢厅长领导你对我这事情的关心和关注.我这事件已经顺利解决了,我对于处理的这件事的民警很满意.厅长领导那我就不打扰你,我在此说声谢谢你了.祝你一生平安,工作顺利,步步高升.",涵江分局,2012/9/26,陈琼*同志：你好！你的感谢信已收悉，我局已依法对你交通违章行为作出处理，依法办案是我们应尽的义务，我们将尽全力维护辖区的交通安全，竭诚为民服务。感谢你对公安工作的支持莆田市公安局涵江分局二0一二年十月八日,满意,2012-19-22 02:19:32,Kn################ithk######ge!
487,2012/10/9,请及时投放自主选号号段,你好，请问目前自主选号系统何时才能完善和升级，新号段能否快点投放呢，都这么长时间了，难道系统的升级就是那样的遥遥无期吗？省公安厅9月25日出台十项便民利民新举措，就是为了为深入贯彻落实国务委员、公安部长孟建柱来闽考察重要讲话精神，主动适应经济社会发展新形势，积极回应人民群众新期待，省厅决定在实施好公安部集中推出的14项便民利民措施基础上，结合我省实际再集中推出10项便民利民新举措，努力为人民群众提供更优质、更高效、更便捷的服务。请把这优质、更高效、更便捷，早日落到实处啊！谢谢！,,,你好，目前自主选号系统正在完善和升级中，新号段暂不投放，敬请谅解。如再次投放新号段，将提前三天在福建公安公众平台网页上进行公示告知。另现在可用的号码段均已在网上公布，详见自主选号须知、友情提示等。,满意,2012-25-21 08:25:01,Th################acke################drow##ng.
92,2012/10/18,高三学生补办第二代身份证,你好，我是一个高三学生家长，我孩子叫廖奕斌，在厦门读高三，今年要高考报名了，但他的身份证丢失，早在国庆前，我们有去武平县平川派出所办理，但告知要2个月的时间，以前办理身份证都有加急，现在怎么没了，为了我孩子的前途，我想问问能否特事特办，给我孩子办理一个加急。谢谢,武平县局,2012/10/16,2012年10月14日福建省公安厅公众服务平台转来《高三学生补办第二代身份证》的信访件收悉。现将有关办理情况答复如下：信访件反映：廖添春是一个高三学生家长，其孩子叫廖奕斌，在厦门读高三，今年要高考报名了，但身份证丢失，在国庆前，他有去武平县平川派出所办理，但告知要二个月的时间，以前办理身份证都有加急，现在怎么没了，为了孩子的前途，想问问能否特办，给孩子办一个加急。经查：2012年9月24日，廖奕斌向我局平川派出所补办第二代身份证，制证类型为普通证件。当日办证民警告知廖添春其孩子廖奕斌补办第二代身份证信息已上传至省厅制证，中途无法改变为快证类型。2012年10月17日，廖奕斌第二代身份证由王维梅（廖奕斌舅舅）向平川派出所领取。武平县公安局信访办2012年10月18日,,,
163,2012/7/16,大陆通行证,2年前申办大陆通行证只要7个工作日，现在没有提升为何变的越慢。,宁德市公安局,2012/7/16,潘小*：您好！你反映2年前申办大陆通行证只要7个工作日，现在没有提升为何变得越慢的来邮已收悉，现答复如下：根据《大陆居民往来台湾通行证、签注审批签发管理工作规范》规定，从2004年3月15日起至今，“对同时申请《往来台湾通行证》及前往台湾签注的，公安机关出入境管理部门应自受理申请之日起，15个工作日内完成审批和证件、签注制作、签发”，“对再次申请签注的，应当在10个工作日内完成审批和签注制作、签发”，对应邀赴台等符合“急事急办”原则的，优先审批办理，在5个工作日内办理完毕。,,,
98,2012/7/24,违章信息录入错误,本人车辆闽A###3F，2012年7月15日被录入车辆闽A###3F的违法信息。请予以更正！谢谢,福州市公安局,2012/7/24,您好，经核实，您反映的情况属实，我局交巡警支队已经撤销该起违章记录，我们工作的疏忽给您造成的不便请您谅解。,满意,2012-20-27 12:20:27,Do################atri#############ne?
305,2012/7/25,机动车信息查询系统保险有效期未能及时更新,已在平安保险缴纳了2012-2013年交强险及商业险，但为什么在机动车信息查询系统中有效期止日期还是上一年度保险的截止日？但查平安保险官方网站上的一帐通却显示保单有效。,交警总队（交管局）,2012/7/25,您好，您的来邮收悉，现回复如下：经核实，我省公安交警部门并未建设“机动车信息查询系统”，公安交警部门仅在车辆年检时，收存当事人缴交交强险的相关纸质材料，并将有效期录入公安部交管局建设的统一管理系统，且该系统不向社会开放查询。如还有未尽事宜，可向当地车辆管理所咨询，给您带来的不便，敬请谅解。感谢您对福建公安工作的支持！,满意,2012/6/15 10:06,"Fo################inut###go,Ir##############le.Lo#####ns"
431,2012/7/27,自主选号上不了啊啊啊啊,自主选号，怎么到哪都上不了，全部都相同IP。怎么搞的,,,您好，为保证机动车号牌自主选号的公平公正，“机动车号牌自主选号系统”对选号终端计算机的登入IP进行限制，在同一时间内一个IP地址只允许一台计算机登入。请查阅“福建公安公众服务平台”（网址：http://www.fjgat.gov.cn)弹出框“选号须知”。,满意,2012-19-29 02:19:38,It’sg################hink##########oh.
564,2012/7/30,身份证号码,你好！我多次为新生儿上户口，来来回回几次都无果。我现提供户口簿，户主徐禄新，户号70######72.结婚证字号闽定结字18#####94.新生儿叫徐初後出生于2012年1月16日，出生证编号L3######55.望领导给新生儿徐初後一个合法的公民身份证号码谢谢！,,,徐禄新先生：您好，您反映反映“小孩落户问题”的来邮收悉，现答复如下：因您在信中没有留下联系方式，派综系统查询您所登记的联系电话已为空号，无法与您取得联系。永定县下洋派出所向您所在村（福建省永定县下洋镇西山村）村书记、村干部了解情况，称您本人在外打工，暂无法取得联系，办案民警无法了解您小孩落户的具体问题。如您前往户口所在地派出所办理小孩落户，该派出所将根据相关文件规定，依法给予您办理落户手续。感谢您对公安工作的支持！,满意,2012-53-15 01:53:09,Th################stin############gh
414,2012/7/31,车牌网上自选号错误,车牌网上自选号的网页为何迟迟无法打开，请问什么时候可以恢复正常选号。,,,您好，目前自选系统由于故障正在维护中，暂时不能对外开放，我们已敦促维护部门尽快解决。给您带来的不便，敬请谅解。,满意,2012-47-15 06:47:42,Th################ngal################into########te.
366,2012/8/2,选号系统问题,昨天下午机动车自主选号系统曾经可以使用一段时间，今天又不行了,,,您好，目前自选系统由于故障正在维护中，暂时不能对外开放，我们已敦促维护部门尽快解决。给您带来的不便，敬请谅解。,满意,2012-46-15 03:46:51,Af#########oI’dh################orth###########on.
390,2012/8/6,给新生儿一个身份证号码,你好！我多次为新生儿上户口，来来回回几次都无果。新生儿徐初後父亲叫徐禄新母亲叫张金梅。我现提供户口簿，户主徐禄新，户号70######72.结婚证字号闽定结字18#####94.新生儿叫徐初後出生于2012年1月16日，出生证编号L3######55.望领导回复时给新生儿徐初後一个合法的公民身份证号码。谢谢！联系电话13#######15,永定县局,2012/7/31,徐先*：您好，您反映“给新*儿一个身份证号码”的来邮收悉，经调查，现答复如下：永定县公安局已指定专人跟您联系，并告知您提供孩子的《出*医学证明》、父母双方的《居民户口簿》、《结婚证》等办理落户所需的证件到下洋派出所办理落户，只要办理落户所需的证件真实齐全，即可办理。请您到下洋派出所找唐警官办理，联系电话：15960899533。感谢您对公安工作的支持。,很满意,2012/8/7 8:08,本人对WS###547评论在此表示抱歉。感谢永定县公安局肖警官和户籍所在地的唐警官。
202,2012/8/16,我的科目3何时科目3约考,为什么我科目3不能约考我好不容易等了一年多现在工作也没了又不知道什么时候才能考能给个时间吗,龙岩市公安局,2012/8/2,杨海*：您好！福建省公安厅公众服务平台转来您《我的科目3何时科目3约考》的来信收悉，现将有关办理情况答复如下：根据公安部交管局《2012年下半年车辆和驾驶人管理工作重点工作》（公交管【2012】198号）、福建省公安厅交警总队《关于印发<2012年下半年车辆和驾驶人管理重点工作>的通知》（闽交警网传【2012】265号）等文件精神，2012年7月1日起，对大中型客货车驾驶人培训未实现计时培训管理的驾校，各地公安交管部门要暂停受理其考试申请。龙岩市公安局交巡警支队按照上级公安机关的要求，暂停了龙岩市辖区内驾校大中型客车货车驾驶人考试申请业务。您所在的龙安驾校未实现计时培训管理，待龙安驾校实现计时培训管理后，您即可预约科目三补考。感谢您对公安工作的支持！二〇一二年八月十六日,满意,2012-26-07 06:26:17,Ev################itfr###############st
415,2012/6/5,关于自主选号系统,很多人反映新的选号系统不好用，非常不好用，跟以前对比差太多了，选号不方便了，以前随便按几个数字就可以出来很多，有的自主选，现在要精确到后面字母，怎么选啊！还便民呢，你们都是走关系拿号码怎么知道我们选牌的难度！无形中给卖号码的多了机会，太难了，还是去买吧！请领导们深思，之前出现的问题是你们网络管理问题，根本不是选号方法的问题！请领导给予批复为盼！！,,,您好，我省互联网自主选号系统内已投放的号牌号码资源总量，是符合上级部门有关规定的。由于系统安全原因，在号牌的更新方面不能满足广大车主的需要，敬请谅解。如再次投放新号段，我们将按照公平、公开、公正的原则，提前在网上公示，敬请留意。,,,
158,2012/6/6,福州集体户口如何迁回莆田,福州集体户口如何迁回莆田?需要些什么证件和流程?,荔城分局,2012/6/6,陈建*同志：你好！你于2012年6月4日给省公安厅《厅长信箱》关于“福州集体户口如何迁回莆田？需要些什么证件和流程？”的来邮收悉。经工作，现将情况答复如下：你反映户口迁回莆田的问题，按户口办理相关规定，你应提供如下申报材料：1.父母的《房产证》或《土地证》。2.本人和父母的《居民户口簿》3.本人《居民身份证》4.迁入地《门牌证》5.本人与父母即直系亲属关系证明。以上材料齐全后，到房产所在地派出所申请办理即可。谢谢你对公安工作的支持！荔城公安分局二0一二年六月六日,,,
447,2012/6/7,为什么我的两封咨询件（ZXT8302，ZXT8761）都石沉大海,厅长您好：以上两封关于户籍问题的咨询件都已超过10个工作日了，为什么迟迟没有答复？烦请厅长回复。不胜感激。,,,赖长旺你好！你向福建省公安厅厅长信箱反映的问题，现回复如下：根据闽公综[2009]205号《关于进一步放宽直系亲属户口登记迁移条件的通知》规定：夫妻投靠的，不受年龄、婚龄、职业、固定住所、户口类别（人才派遣单位、人才中介机构、人才储备机构、已撤销企业单位等非直接用工单位集体户除外）等限制，即可办理户口相互投靠迁移落户；被投靠一方属于单位集体户的，应在集体户地址上单独立家庭户。另夫妻一方死亡、失踪、出国定居、服兵役的，儿媳确与公婆、女婿确与岳父母共同居住生活，公婆、岳父母有合法固定住所并同意其投靠的，可办理儿媳投靠公婆、女婿投靠岳父母迁移落户。按照闽公综[2009]205号文件规定你的老婆户口不符合投靠公婆落户的条件，我局已于5月8日明确回复过你的第一次信访，并且，我局治安大队负责户籍工作的张诚妹教导员用手机与你通话，详细地告知了你所提出的有关落户问题。但你又于5月25日以同样的问题重复信访，我局仍然认真地详细回复了你。我局认为你符合闽公综[2009]205号文件规定夫妻投靠的条件，可以申请以夫妻投靠的理由把妻子的户口迁移到福州落户。另你老婆户口现在原籍（宁化县曹坊乡罗溪村罗溪布），其小孩申请出生落户可以随父亲或随母亲户口所在地自愿办理落户。,很满意,2012-52-08 09:52:07,那请问，根据夫妻相互投靠迁移落户政策，我可以把我的户口投靠到我老婆户口名下吗？谢谢！
842,2012/6/7,什么时候才能恢复网上选号？,你好，我想知道什么时候能在网上选号，已经等的很久了，想知道确切的时间，也希望办事的效率能提高点，谢谢！,,,您好！您的来邮收悉。现答复如下：“机动车自主选号系统”已于2011年12月29日正式开通。可选号牌范围及选号须知，请点击查看福建公安公众服务网（网址：http://www.fjgat.gov.cn）网站弹出框的告知。,,,
380,2012/6/8,请您们帮忙更新驾驶证违章数据,省厅和交警总队领导您们好；我的驾驶证在外地有违章，现在已经处理好了，就是更新不了，不能换证，想麻烦您们帮我更新一下数据，让我能尽快换证，谢谢您们！,交警总队（交管局）,2012/6/8,您好，您的来邮收悉，现回复如下：根据您反映的问题，我们已敦促有关部门对数据进行更新，您的驾驶证关于违法处理的状态已恢复正常，可办理换证业务。感谢您对福建公安工作的支持！,很满意,2012/11/8 8:11,谢谢您们！
327,2012/6/13,一种有效控制超速的办法,在高速公路上面，尤其是在转弯处有些线条让人看起来觉得车速快所以司机就把车速控制一下，但在笔记的高速路上面尤其是好车，速度快的很。前几天感冒了，听力有所下降，开着自己的车在三环上面跑，看了一下转速表，发现跑得比以前快了，因为平时习惯了开车，知道车内的噪音，到了一定程度速度就不能往上开了。现在很多任都开着好车，车内隔音效果好，开到170KM/H声音都不大，所以车速很容易上去。所以，突发奇想，有个建议，在车内强制设置车噪，速度越快，车噪越大，司机就会感到车开太快了自觉降低车速，一定很有效果，相信这个建议能够有效控制超速，不仅仅是用罚款来控制。请评估这个建议。,交警总队（交管局）,2012/6/13,您好，您的来邮收悉，现回复如下：感谢您对交通安全管理工作的热情支持和宝贵意见，但因您提出的建议事权不属于公安机关，我们无法办理。我们将通过加大宣传引导力度、严格查处超速违法行为等方式，加强对超速违法行为的治理。感谢您对福建公安工作的支持！,满意,2012-39-22 05:39:59,"Li#######rt,an################dval################arth."
